text,sentiment,source
very tough and very short on flavor,negative,yelp
i hope this place sticks around,positive,yelp
i have been in more than a few bars in vegas and do not ever recall being charged for tap water,negative,yelp
the restaurant atmosphere was exquisite,positive,yelp
good service very clean and inexpensive to boot,positive,yelp
the seafood was fresh and generous in portion,positive,yelp
plus it's only 8 bucks,positive,yelp
the service was not up to par either,negative,yelp
thus far have only visited twice and the food was absolutely delicious each time,positive,yelp
just as good as when i had it more than a year ago,positive,yelp
for a self proclaimed coffee cafe i was wildly disappointed,negative,yelp
the veggitarian platter is out of this world,positive,yelp
you cant go wrong with any of the food here,positive,yelp
you can't beat that,positive,yelp
stopped by this place while in madison for the ironman very friendly kind staff,positive,yelp
the chefs were friendly and did a good job,positive,yelp
i've had better not only from dedicated boba tea spots but even from jenni pho,negative,yelp
i liked the patio and the service was outstanding,positive,yelp
the goat taco didn't skimp on the meat and wow what flavor,positive,yelp
i think not again,negative,yelp
i had the mac salad and it was pretty bland so i will not be getting that again,negative,yelp
i went to bachi burger on a friend's recommendation and was not disappointed,positive,yelp
service stinks here,negative,yelp
i waited and waited,negative,yelp
this place is not quality sushi it is not a quality restaurant,negative,yelp
i would definitely recommend the wings as well as the pizza,positive,yelp
great pizza and salads,positive,yelp
things that went wrong they burned the saganaki,negative,yelp
we waited an hour for what was a breakfast i could have done 100 times better at home,negative,yelp
this place is amazing,positive,yelp
i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,negative,yelp
waited 2 hours never got either of our pizzas as many other around us who came in later did,negative,yelp
just don't know why they were so slow,negative,yelp
the staff is great the food is delish and they have an incredible beer selection,positive,yelp
i live in the neighborhood so i am disappointed i won't be back here because it is a convenient location,negative,yelp
i didn't know pulled pork could be soooo delicious,positive,yelp
you get incredibly fresh fish prepared with care,positive,yelp
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review,negative,yelp
i love the fact that everything on their menu is worth it,positive,yelp
never again will i be dining at this place,negative,yelp
the food was excellent and service was very good,positive,yelp
good beer drink selection and good food selection,positive,yelp
please stay away from the shrimp stir fried noodles,negative,yelp
the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12,negative,yelp
food was really boring,negative,yelp
good service check,positive,yelp
this greedy corporation will never see another dime from me,negative,yelp
will never ever go back,negative,yelp
as much as i'd like to go back i can't get passed the atrocious service and will never return,negative,yelp
in the summer you can dine in a charming outdoor patio so very delightful,positive,yelp
i did not expect this to be so good,positive,yelp
fantastic food,positive,yelp
she ordered a toasted english muffin that came out untoasted,negative,yelp
the food was very good,positive,yelp
never going back,negative,yelp
great food for the price which is very high quality and house made,positive,yelp
the bus boy on the other hand was so rude,negative,yelp
by this point my friends and i had basically figured out this place was a joke and didn't mind making it publicly and loudly known,negative,yelp
back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,positive,yelp
and considering the two of us left there very full and happy for about 20 you just can't go wrong,positive,yelp
all the bread is made in house,positive,yelp
the only downside is the service,negative,yelp
also the fries are without a doubt the worst fries i've ever had,negative,yelp
service was exceptional and food was a good as all the reviews,positive,yelp
a couple of months later i returned and had an amazing meal,positive,yelp
favorite place in town for shawarrrrrrma,positive,yelp
the black eyed peas and sweet potatoes unreal,positive,yelp
you won't be disappointed,positive,yelp
they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,positive,yelp
i go to far too many places and i've never seen any restaurant that serves a 1 egg breakfast especially for 4 00,negative,yelp
when my mom and i got home she immediately got sick and she only had a few bites of salad,negative,yelp
the servers are not pleasant to deal with and they don't always honor pizza hut coupons,negative,yelp
both of them were truly unbelievably good and i am so glad we went back,positive,yelp
we had fantastic service and were pleased by the atmosphere,positive,yelp
everything was gross,negative,yelp
i love this place,positive,yelp
great service and food,positive,yelp
first the bathrooms at this location were dirty seat covers were not replenished just plain yucky,negative,yelp
the burger i got the gold standard a 17 burger and was kind of disappointed,negative,yelp
omg the food was delicioso,positive,yelp
there is nothing authentic about this place,negative,yelp
the spaghetti is nothing special whatsoever,negative,yelp
of all the dishes the salmon was the best but all were great,positive,yelp
the vegetables are so fresh and the sauce feels like authentic thai,positive,yelp
it's worth driving up from tucson,positive,yelp
the selection was probably the worst i've seen in vegas there was none,negative,yelp
pretty good beer selection too,positive,yelp
this place is like chipotle but better,positive,yelp
classy warm atmosphere fun and fresh appetizers succulent steaks baseball steak,positive,yelp
5 stars for the brick oven bread app,positive,yelp
i have eaten here multiple times and each time the food was delicious,positive,yelp
we sat another ten minutes and finally gave up and left,negative,yelp
he was terrible,negative,yelp
everyone is treated equally special,positive,yelp
it shouldn't take 30 min for pancakes and eggs,negative,yelp
it was delicious,positive,yelp
on the good side the staff was genuinely pleasant and enthusiastic a real treat,positive,yelp
sadly gordon ramsey's steak is a place we shall sharply avoid during our next trip to vegas,negative,yelp
as always the evening was wonderful and the food delicious,positive,yelp
best fish i've ever had in my life,positive,yelp
the bathroom is just next door and very nice,positive,yelp
the buffet is small and all the food they offered was bland,negative,yelp
this is an outstanding little restaurant with some of the best food i have ever tasted,positive,yelp
pretty cool i would say,positive,yelp
definitely a turn off for me i doubt i'll be back unless someone else is buying,negative,yelp
server did a great job handling our large rowdy table,positive,yelp
i find wasting food to be despicable but this just wasn't food,negative,yelp
my wife had the lobster bisque soup which was lukewarm,negative,yelp
would come back again if i had a sushi craving while in vegas,positive,yelp
the staff are great the ambiance is great,positive,yelp
he deserves 5 stars,positive,yelp
i left with a stomach ache and felt sick the rest of the day,negative,yelp
they dropped more than the ball,negative,yelp
the dining space is tiny but elegantly decorated and comfortable,positive,yelp
they will customize your order any way you'd like my usual is eggplant with green bean stir fry love it,positive,yelp
and the beans and rice were mediocre at best,negative,yelp
best tacos in town by far,positive,yelp
i took back my money and got outta there,negative,yelp
in an interesting part of town this place is amazing,positive,yelp
rude inconsiderate management,negative,yelp
the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes,negative,yelp
i won't be back,negative,yelp
they have great dinners,positive,yelp
the service was outshining i definitely recommend the halibut,positive,yelp
the food was terrible,negative,yelp
will never ever go back and have told many people what had happened,negative,yelp
i don't recommend unless your car breaks down in front of it and you are starving,negative,yelp
i will come back here every time i'm in vegas,positive,yelp
this place deserves one star and 90 has to do with the food,negative,yelp
this is a disgrace,negative,yelp
def coming back to bowl next time,positive,yelp
if you want healthy authentic or ethic food try this place,positive,yelp
i will continue to come here on ladies night andddd date night highly recommend this place to anyone who is in the area,positive,yelp
i have been here several times in the past and the experience has always been great,positive,yelp
we walked away stuffed and happy about our first vegas buffet experience,positive,yelp
service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,positive,yelp
to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,positive,yelp
i'm probably one of the few people to ever go to ians and not like it,negative,yelp
kids pizza is always a hit too with lots of great side dish options for the kiddos,positive,yelp
service is perfect and the family atmosphere is nice to see,positive,yelp
cooked to perfection and the service was impeccable,positive,yelp
this one is simply a disappointment,negative,yelp
overall i was very disappointed with the quality of food at bouchon,negative,yelp
i don't have to be an accountant to know i'm getting screwed,negative,yelp
great place to eat reminds me of the little mom and pop shops in the san francisco bay area,positive,yelp
today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,positive,yelp
left very frustrated,negative,yelp
i'll definitely be in soon again,positive,yelp
food was really good and i got full petty fast,positive,yelp
service was fantastic,positive,yelp
total waste of time,negative,yelp
i don't know what kind it is but they have the best iced tea,positive,yelp
come hungry leave happy and stuffed,positive,yelp
for service i give them no stars,negative,yelp
i can assure you that you won't be disappointed,positive,yelp
i can take a little bad service but the food sucks,negative,yelp
gave up trying to eat any of the crust teeth still sore,negative,yelp
but now i was completely grossed out,negative,yelp
i really enjoyed eating here,positive,yelp
first time going but i think i will quickly become a regular,positive,yelp
our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,positive,yelp
from what my dinner companions told me everything was very fresh with nice texture and taste,positive,yelp
on the ground right next to our table was a large smeared been stepped in and tracked everywhere pile of green bird poop,negative,yelp
furthermore you can't even find hours of operation on the website,negative,yelp
we've tried to like this place but after 10 times i think we're done with them,negative,yelp
what a mistake that was,negative,yelp
no complaints,positive,yelp
this is some seriously good pizza and i'm an expert connisseur on the topic,positive,yelp
waiter was a jerk,negative,yelp
strike 2 who wants to be rushed,negative,yelp
these are the nicest restaurant owners i've ever come across,positive,yelp
i never come again,negative,yelp
we loved the biscuits,positive,yelp
service is quick and friendly,positive,yelp
ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,negative,yelp
so absolutley fantastic,positive,yelp
it was a huge awkward 1 5lb piece of cow that was 3 4ths gristle and fat,negative,yelp
definitely will come back here again,positive,yelp
i like steiners because it's dark and it feels like a bar,positive,yelp
wow very spicy but delicious,positive,yelp
if you're not familiar check it out,positive,yelp
i'll take my business dinner dollars elsewhere,negative,yelp
i'd love to go back,positive,yelp
anyway this fs restaurant has a wonderful breakfast lunch,positive,yelp
nothing special,negative,yelp
each day of the week they have a different deal and it's all so delicious,positive,yelp
not to mention the combination of pears almonds and bacon is a big winner,positive,yelp
will not be back,negative,yelp
sauce was tasteless,negative,yelp
the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,positive,yelp
my ribeye steak was cooked perfectly and had great mesquite flavor,positive,yelp
i don't think we'll be going back anytime soon,negative,yelp
food was so gooodd,positive,yelp
i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,negative,yelp
i was so insulted,negative,yelp
the last 3 times i had lunch here has been bad,negative,yelp
the chicken wings contained the driest chicken meat i have ever eaten,negative,yelp
the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,positive,yelp
nargile i think you are great,positive,yelp
best tater tots in the southwest,positive,yelp
we loved the place,positive,yelp
definitely not worth the 3 i paid,negative,yelp
the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,positive,yelp
im in az all the time and now have my new spot,positive,yelp
the manager was the worst,negative,yelp
the inside is really quite nice and very clean,positive,yelp
the food was outstanding and the prices were very reasonable,positive,yelp
i don't think i'll be running back to carly's anytime soon for food,negative,yelp
this is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our food and they kept forgetting things,negative,yelp
love the margaritas too,positive,yelp
this was my first and only vegas buffet and it did not disappoint,positive,yelp
very good though,positive,yelp
the one down note is the ventilation could use some upgrading,negative,yelp
great pork sandwich,positive,yelp
don't waste your time here,negative,yelp
total letdown i would much rather just go to the camelback flower shop and cartel coffee,negative,yelp
third the cheese on my friend's burger was cold,negative,yelp
we enjoy their pizza and brunch,positive,yelp
the steaks are all well trimmed and also perfectly cooked,positive,yelp
we had a group of 70 when we claimed we would only have 40 and they handled us beautifully,positive,yelp
i loved it,positive,yelp
we asked for the bill to leave without eating and they didn't bring that either,negative,yelp
this place is a jewel in las vegas and exactly what i've been hoping to find in nearly ten years living here,positive,yelp
seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,negative,yelp
the selection of food was not the best,negative,yelp
delicious and i will absolutely be back,positive,yelp
this isn't a small family restaurant this is a fine dining establishment,positive,yelp
they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,positive,yelp
i dont think i will be back for a very long time,negative,yelp
it was attached to a gas station and that is rarely a good sign,negative,yelp
how awesome is that,positive,yelp
i will be back many times soon,positive,yelp
the menu had so much good stuff on it i could not decide,positive,yelp
worse of all he humiliated his worker right in front of me bunch of horrible name callings,negative,yelp
conclusion very filling meals,positive,yelp
their daily specials are always a hit with my group,positive,yelp
and then tragedy struck,negative,yelp
the pancake was also really good and pretty large at that,positive,yelp
this was my first crawfish experience and it was delicious,positive,yelp
their monster chicken fried steak and eggs is my all time favorite,positive,yelp
waitress was sweet and funny,positive,yelp
i also had to taste my mom's multi grain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,positive,yelp
i'd rather eat airline food seriously,negative,yelp
cant say enough good things about this place,positive,yelp
the ambiance was incredible,positive,yelp
the waitress and manager are so friendly,positive,yelp
i would not recommend this place,negative,yelp
overall i wasn't very impressed with noca,negative,yelp
my gyro was basically lettuce only,negative,yelp
terrible service,negative,yelp
thoroughly disappointed,negative,yelp
i don't each much pasta but i love the homemade hand made pastas and thin pizzas here,positive,yelp
give it a try you will be happy you did,positive,yelp
by far the best cheesecurds we have ever had,positive,yelp
reasonably priced also,positive,yelp
everything was perfect the night we were in,positive,yelp
the food is very good for your typical bar food,positive,yelp
it was a drive to get there,negative,yelp
at first glance it is a lovely bakery cafe nice ambiance clean friendly staff,positive,yelp
anyway i do not think i will go back there,negative,yelp
point your finger at any item on the menu order it and you won't be disappointed,positive,yelp
oh this is such a thing of beauty this restaurant,positive,yelp
if you haven't gone here go now,positive,yelp
a greasy unhealthy meal,negative,yelp
first time there and might just be the last,negative,yelp
those burgers were amazing,positive,yelp
similarly the delivery man did not say a word of apology when our food was 45 minutes late,negative,yelp
and it was way to expensive,negative,yelp
be sure to order dessert even if you need to pack it to go the tiramisu and cannoli are both to die for,positive,yelp
this was my first time and i can't wait until the next,positive,yelp
the bartender was also nice,positive,yelp
everything was good and tasty,positive,yelp
this place is two thumbs up way up,positive,yelp
the best place in vegas for breakfast just check out a sat or sun,positive,yelp
if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,positive,yelp
terrible management,negative,yelp
an excellent new restaurant by an experienced frenchman,positive,yelp
if there were zero stars i would give it zero stars,negative,yelp
great steak great sides great wine amazing desserts,positive,yelp
worst martini ever,negative,yelp
the steak and the shrimp are in my opinion the best entrees at gc,positive,yelp
i had the opportunity today to sample your amazing pizzas,positive,yelp
we waited for thirty minutes to be seated although there were 8 vacant tables and we were the only folks waiting,negative,yelp
the yellowtail carpaccio was melt in your mouth fresh,positive,yelp
i won't try going back there even if it's empty,negative,yelp
no i'm going to eat the potato that i found some strangers hair in it,negative,yelp
just spicy enough perfect actually,positive,yelp
last night was my second time dining here and i was so happy i decided to go back,positive,yelp
not even a hello we will be right with you,negative,yelp
the desserts were a bit strange,negative,yelp
my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,positive,yelp
i really do recommend this place you can go wrong with this donut place,positive,yelp
nice ambiance,positive,yelp
i would recommend saving room for this,positive,yelp
i guess maybe we went on an off night but it was disgraceful,negative,yelp
however my recent experience at this particular location was not so good,negative,yelp
i know this is not like the other restaurants at all something is very off here,negative,yelp
avoid this establishment,negative,yelp
i think this restaurant suffers from not trying hard enough,negative,yelp
all of the tapas dishes were delicious,positive,yelp
i heart this place,positive,yelp
my salad had a bland vinegrette on the baby greens and hearts of palm,negative,yelp
after two i felt disgusting,negative,yelp
a good time,positive,yelp
i believe that this place is a great stop for those with a huge belly and hankering for sushi,positive,yelp
generous portions and great taste,positive,yelp
i will never go back to this place and will never ever recommended this place to anyone,negative,yelp
the servers went back and forth several times not even so much as an are you being helped,negative,yelp
food was delicious,positive,yelp
an hour seriously,negative,yelp
i consider this theft,negative,yelp
eew this location needs a complete overhaul,negative,yelp
we recently witnessed her poor quality of management towards other guests as well,negative,yelp
waited and waited and waited,negative,yelp
he also came back to check on us regularly excellent service,positive,yelp
our server was super nice and checked on us many times,positive,yelp
the pizza tasted old super chewy in not a good way,negative,yelp
i swung in to give them a try but was deeply disappointed,negative,yelp
service was good and the company was better,positive,yelp
the staff are also very friendly and efficient,positive,yelp
as for the service i'm a fan because it's quick and you're being served by some nice folks,positive,yelp
boy was that sucker dry,negative,yelp
over rated,negative,yelp
if you look for authentic thai food go else where,negative,yelp
their steaks are 100 recommended,positive,yelp
after i pulled up my car i waited for another 15 minutes before being acknowledged,negative,yelp
great food and great service in a clean and friendly setting,positive,yelp
all in all i can assure you i'll be back,positive,yelp
i hate those things as much as cheap quality black olives,negative,yelp
my breakfast was perpared great with a beautiful presentation of 3 giant slices of toast lightly dusted with powdered sugar,positive,yelp
the kids play area is nasty,negative,yelp
great place fo take out or eat in,positive,yelp
the waitress was friendly and happy to accomodate for vegan veggie options,positive,yelp
omg i felt like i had never eaten thai food until this dish,positive,yelp
it was extremely crumby and pretty tasteless,negative,yelp
it was a pale color instead of nice and char and has no flavor,negative,yelp
the croutons also taste homemade which is an extra plus,positive,yelp
i got home to see the driest damn wings ever,negative,yelp
it'll be a regular stop on my trips to phoenix,positive,yelp
i really enjoyed crema caf before they expanded i even told friends they had the best breakfast,positive,yelp
not good for the money,negative,yelp
i miss it and wish they had one in philadelphia,positive,yelp
we got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived,negative,yelp
they also have the best cheese crisp in town,positive,yelp
good value great food great service,positive,yelp
couldn't ask for a more satisfying meal,positive,yelp
the food is good,positive,yelp
it was awesome,positive,yelp
i just wanted to leave,negative,yelp
we made the drive all the way from north scottsdale and i was not one bit disappointed,positive,yelp
i will not be eating there again,negative,yelp
the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,negative,yelp
i checked out this place a couple years ago and was not impressed,negative,yelp
the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,negative,yelp
sorry i will not be getting food from here anytime soon,negative,yelp
an absolute must visit,positive,yelp
the cow tongue and cheek tacos are amazing,positive,yelp
my friend did not like his bloody mary,negative,yelp
despite how hard i rate businesses its actually rare for me to give a 1 star,negative,yelp
they really want to make your experience a good one,positive,yelp
i will not return,negative,yelp
i had the chicken pho and it tasted very bland,negative,yelp
very disappointing,negative,yelp
the grilled chicken was so tender and yellow from the saffron seasoning,positive,yelp
a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,negative,yelp
pretty awesome place,positive,yelp
ambience is perfect,positive,yelp
best of luck to the rude and non customer service focused new management,negative,yelp
any grandmother can make a roasted chicken better than this one,negative,yelp
i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,negative,yelp
the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,positive,yelp
four stars for the food the guy in the blue shirt for his great vibe still letting us in to eat,positive,yelp
the roast beef sandwich tasted really good,positive,yelp
same evening him and i are both drastically sick,negative,yelp
high quality chicken on the chicken caesar salad,positive,yelp
ordered burger rare came in we'll done,negative,yelp
we were promptly greeted and seated,positive,yelp
tried to go here for lunch and it was a madhouse,negative,yelp
i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,positive,yelp
after waiting an hour and being seated i was not in the greatest of moods,negative,yelp
this is a good joint,positive,yelp
the macarons here are insanely good,positive,yelp
i'm not eating here,negative,yelp
our waiter was very attentive friendly and informative,positive,yelp
maybe if they weren't cold they would have been somewhat edible,negative,yelp
this place has a lot of promise but fails to deliver,negative,yelp
very bad experience,negative,yelp
what a mistake,negative,yelp
food was average at best,negative,yelp
great food,positive,yelp
we won't be going back anytime soon,negative,yelp
very very disappointed ordered the 35 big bay plater,negative,yelp
great place to relax and have an awesome burger and beer,positive,yelp
it is perfect for a sit down family meal or get together with a few friends,positive,yelp
not much flavor to them and very poorly constructed,negative,yelp
the patio seating was very comfortable,positive,yelp
the fried rice was dry as well,negative,yelp
hands down my favorite italian restaurant,positive,yelp
that just screams legit in my book somethat's also pretty rare here in vegas,positive,yelp
it was just not a fun experience,positive,yelp
the atmosphere was great with a lovely duo of violinists playing songs we requested,positive,yelp
i personally love the hummus pita baklava falafels and baba ganoush it's amazing what they do with eggplant,positive,yelp
very convenient since we were staying at the mgm,positive,yelp
the owners are super friendly and the staff is courteous,positive,yelp
both great,positive,yelp
eclectic selection,positive,yelp
the sweet potato tots were good but the onion rings were perfection or as close as i have had,positive,yelp
the staff was very attentive,positive,yelp
and the chef was generous with his time even came around twice so we can take pictures with him,positive,yelp
the owner used to work at nobu so this place is really similar for half the price,positive,yelp
google mediocre and i imagine smashburger will pop up,negative,yelp
dont go here,negative,yelp
i promise they won't disappoint,positive,yelp
as a sushi lover avoid this place by all means,negative,yelp
what a great double cheeseburger,positive,yelp
awesome service and food,positive,yelp
a fantastic neighborhood gem,positive,yelp
i can't wait to go back,positive,yelp
the plantains were the worst i've ever tasted,negative,yelp
it's a great place and i highly recommend it,positive,yelp
service was slow and not attentive,negative,yelp
i gave it 5 stars then and i'm giving it 5 stars now,positive,yelp
your staff spends more time talking to themselves than me,negative,yelp
dessert panna cotta was amazing,positive,yelp
very good food great atmosphere 1,positive,yelp
damn good steak,positive,yelp
total brunch fail,negative,yelp
prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,positive,yelp
the decor is nice and the piano music soundtrack is pleasant,positive,yelp
the steak was amazing rge fillet relleno was the best seafood plate i have ever had,positive,yelp
good food good service,positive,yelp
it was absolutely amazing,positive,yelp
i probably won't be back to be honest,negative,yelp
will definitely be back,positive,yelp
the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,positive,yelp
hawaiian breeze mango magic and pineapple delight are the smoothies that i've tried so far and they're all good,positive,yelp
went for lunch service was slow,negative,yelp
we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,negative,yelp
i was mortified,negative,yelp
needless to say we will never be back here again,negative,yelp
anyways the food was definitely not filling at all and for the price you pay you should expect more,negative,yelp
the chips that came out were dripping with grease and mostly not edible,negative,yelp
i wasn't really impressed with strip steak,negative,yelp
have been going since 2007 and every meal has been awesome,positive,yelp
our server was very nice and attentive as were the other serving staff,positive,yelp
the cashier was friendly and even brought the food out to me,positive,yelp
i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,negative,yelp
the atmosphere here is fun,positive,yelp
would not recommend to others,negative,yelp
service is quick and even to go orders are just like we like it,positive,yelp
i mean really how do you get so famous for your fish and chips when it's so terrible,negative,yelp
that said our mouths and bellies were still quite pleased,positive,yelp
not my thing,negative,yelp
2 thumbs up,positive,yelp
if you are reading this please don't go there,negative,yelp
i loved the grilled pizza reminded me of legit italian pizza,positive,yelp
only pros large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,positive,yelp
they have a really nice atmosphere,positive,yelp
tonight i had the elk filet special and it sucked,negative,yelp
after one bite i was hooked,positive,yelp
we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,negative,yelp
cute quaint simple honest,positive,yelp
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,positive,yelp
the food was great as always compliments to the chef,positive,yelp
special thanks to dylan t for the recommendation on what to order all yummy for my tummy,positive,yelp
awesome selection of beer,positive,yelp
great food and awesome service,positive,yelp
one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didn't expect more tip than that,positive,yelp
a fly was in my apple juice a fly,negative,yelp
the han nan chicken was also very tasty,positive,yelp
as for the service i thought it was good,positive,yelp
the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,negative,yelp
ryan's bar is definitely one edinburgh establishment i won't be revisiting,negative,yelp
nicest chinese restaurant i've been in a while,positive,yelp
overall i like there food and the service,positive,yelp
they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,positive,yelp
probably never coming back and wouldn't recommend it,negative,yelp
friend's pasta also bad he barely touched it,negative,yelp
try them in the airport to experience some tasty food and speedy friendly service,positive,yelp
i love the decor with the chinese calligraphy wall paper,positive,yelp
never had anything to complain about here,positive,yelp
the restaurant is very clean and has a family restaurant feel to it,positive,yelp
it was way over fried,negative,yelp
i'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,negative,yelp
when i opened the sandwich i was impressed but not in a good way,negative,yelp
will not be back,negative,yelp
there was a warm feeling with the service and i felt like their guest for a special treat,positive,yelp
an extensive menu provides lots of options for breakfast,positive,yelp
i always order from the vegetarian menu during dinner which has a wide array of options to choose from,positive,yelp
i have watched their prices inflate portions get smaller and management attitudes grow rapidly,negative,yelp
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,positive,yelp
i got to enjoy the seafood salad with a fabulous vinegrette,positive,yelp
the wontons were thin not thick and chewy almost melt in your mouth,positive,yelp
level 5 spicy was perfect where spice didn't over whelm the soup,positive,yelp
we were sat right on time and our server from the get go was fantastic,positive,yelp
main thing i didn't enjoy is that the crowd is of older crowd around mid 30s and up,negative,yelp
when i'm on this side of town this will definitely be a spot i'll hit up again,positive,yelp
i had to wait over 30 minutes to get my drink and longer to get 2 arepas,negative,yelp
this is a great place to eat,positive,yelp
the jalapeno bacon is soooo good,positive,yelp
the service was poor and thats being nice,negative,yelp
food was good service was good prices were good,positive,yelp
the place was not clean and the food oh so stale,negative,yelp
the chicken dishes are ok the beef is like shoe leather,negative,yelp
but the service was beyond bad,negative,yelp
i'm so happy to be here,positive,yelp
tasted like dirt,negative,yelp
one of the few places in phoenix that i would definately go back to again,positive,yelp
the block was amazing,positive,yelp
it's close to my house it's low key non fancy affordable prices good food,positive,yelp
both the hot sour the egg flower soups were absolutely 5 stars,positive,yelp
my sashimi was poor quality being soggy and tasteless,negative,yelp
great time family dinner on a sunday night,positive,yelp
the food is not tasty at all not to say its real traditional hunan style,negative,yelp
what did bother me was the slow service,negative,yelp
the flair bartenders are absolutely amazing,positive,yelp
their frozen margaritas are way too sugary for my taste,negative,yelp
these were so good we ordered them twice,positive,yelp
so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer,negative,yelp
my girlfriend's veal was very bad,negative,yelp
unfortunately it was not good,negative,yelp
i had a pretty satifying experience,positive,yelp
join the club and get awesome offers via email,positive,yelp
perfect for someone me who only likes beer ice cold or in this case even colder,positive,yelp
bland and flavorless is a good way of describing the barely tepid meat,negative,yelp
the chains which i'm no fan of beat this place easily,negative,yelp
the nachos are a must have,positive,yelp
we will not be coming back,negative,yelp
i don't have very many words to say about this place but it does everything pretty well,positive,yelp
the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,positive,yelp
great atmosphere friendly and fast service,positive,yelp
when i received my pita it was huge it did have a lot of meat in it so thumbs up there,positive,yelp
once your food arrives it's meh,negative,yelp
paying 7 85 for a hot dog and fries that looks like it came out of a kid's meal at the wienerschnitzel is not my idea of a good meal,negative,yelp
the classic maine lobster roll was fantastic,positive,yelp
my brother in law who works at the mall ate here same day and guess what he was sick all night too,negative,yelp
so good i am going to have to review this place twice once hereas a tribute to the place and once as a tribute to an event held here last night,positive,yelp
the chips and salsa were really good the salsa was very fresh,positive,yelp
this place is great,positive,yelp
mediocre food,negative,yelp
once you get inside you'll be impressed with the place,positive,yelp
i'm super pissd,negative,yelp
and service was super friendly,positive,yelp
why are these sad little vegetables so overcooked,negative,yelp
this place was such a nice surprise,positive,yelp
they were golden crispy and delicious,positive,yelp
i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,negative,yelp
i could eat their bruschetta all day it is devine,positive,yelp
not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food,negative,yelp
lastly the mozzarella sticks they were the best thing we ordered,positive,yelp
the first time i ever came here i had an amazing experience i still tell people how awesome the duck was,positive,yelp
the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place,negative,yelp
the service was terrible though,negative,yelp
this place is overpriced not consistent with their boba and it really is overpriced,negative,yelp
it was packed,negative,yelp
i love this place,positive,yelp
i can say that the desserts were yummy,positive,yelp
the food was terrible,negative,yelp
the seasonal fruit was fresh white peach puree,positive,yelp
it kept getting worse and worse so now i'm officially done,negative,yelp
this place should honestly be blown up,negative,yelp
but i definitely would not eat here again,negative,yelp
do not waste your money here,negative,yelp
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,positive,yelp
the cr pe was delicate and thin and moist,positive,yelp
awful service,negative,yelp
won't ever go here again,negative,yelp
food quality has been horrible,negative,yelp
for that price i can think of a few place i would have much rather gone,negative,yelp
the service here is fair at best,negative,yelp
i do love sushi but i found kabuki to be over priced over hip and under services,negative,yelp
do yourself a favor and stay away from this dish,negative,yelp
